",""CS"",""res"",""nres"",""trial"",""rt"",""hrv"",""ID"""
"1043,""CS1"",""R1"",4,""28"",715,605,""05mo"""
"1073,""CS1"",""R1"",4,""29"",616,629,""05mo"""
"1083,""CS1"",""R1"",4,""30"",608,615,""05mo"""
"1215,""CS1"",""R1"",4,""31"",698,831,""05mo"""
"1273,""CS1"",""R1"",4,""32"",665,643,""05mo"""
"1293,""CS1"",""R1"",4,""33"",573,628,""05mo"""
"1333,""CS1"",""R1"",4,""34"",619,912,""05mo"""
"1343,""CS1"",""R1"",4,""35"",742,629,""05mo"""
"1353,""CS1"",""R1"",4,""36"",652,704,""05mo"""
"1433,""CS1"",""R1"",4,""37"",719,615,""05mo"""
"1473,""CS1"",""R1"",4,""38"",577,640,""05mo"""
"1543,""CS1"",""R1"",4,""39"",593,638,""05mo"""
"1563,""CS1"",""R1"",4,""40"",714,602,""05mo"""
"1653,""CS1"",""R1"",4,""41"",589,651,""05mo"""
"1723,""CS1"",""R1"",4,""42"",676,628,""05mo"""
"1753,""CS1"",""R1"",3,""43"",576,598,""05mo"""
"1773,""CS1"",""R1"",4,""44"",631,618,""05mo"""
"1832,""CS1"",""R1"",4,""45"",557,609,""05mo"""
"1842,""CS1"",""R1"",4,""46"",645,612,""05mo"""
"1872,""CS1"",""R1"",4,""47"",764,602,""05mo"""
"1922,""CS1"",""R1"",4,""48"",856,835.5,""05mo"""
"1932,""CS1"",""R1"",4,""49"",585,633,""05mo"""
"1972,""CS1"",""R1"",4,""50"",562,972,""05mo"""
"1105,""CS2"",""R2"",3,""1"",301,1170,""05mo"""
"614,""CS2"",""R2"",4,""2"",592,610,""05mo"""
"715,""CS2"",""R2"",4,""3"",582,597,""05mo"""
"815,""CS2"",""R2"",4,""4"",563,621,""05mo"""
"915,""CS2"",""R2"",5,""5"",508,607,""05mo"""
"1315,""CS2"",""R2"",4,""6"",550,598,""05mo"""
"215,""CS2"",""R2"",4,""7"",518,600,""05mo"""
"233,""CS2"",""R2"",4,""8"",590,617,""05mo"""
"343,""CS2"",""R2"",4,""9"",596,648,""05mo"""
"363,""CS2"",""R2"",5,""10"",553,625,""05mo"""
"414,""CS2"",""R2"",4,""11"",609,613,""05mo"""
"423,""CS2"",""R2"",4,""12"",658,608,""05mo"""
"515,""CS2"",""R2"",4,""13"",604,596,""05mo"""
"533,""CS2"",""R2"",4,""14"",632,611,""05mo"""
"583,""CS2"",""R2"",4,""15"",892,621,""05mo"""
"593,""CS2"",""R2"",4,""16"",594,615,""05mo"""
"603,""CS2"",""R2"",4,""17"",634,590,""05mo"""
"683,""CS2"",""R2"",4,""18"",691,617,""05mo"""
"733,""CS2"",""R2"",4,""19"",683,991.5,""05mo"""
"783,""CS2"",""R2"",4,""20"",571,824,""05mo"""
"873,""CS2"",""R2"",4,""21"",582,774,""05mo"""
"883,""CS2"",""R2"",4,""22"",575,626,""05mo"""
"893,""CS2"",""R2"",4,""23"",631,600,""05mo"""
"943,""CS2"",""R2"",3,""24"",1302,607,""05mo"""
"963,""CS2"",""R2"",3,""25"",573,609,""05mo"""
"1015,""CS2"",""R2"",4,""26"",723,630,""05mo"""
"1115,""CS2"",""R2"",4,""27"",585,615,""05mo"""
"1183,""CS2"",""R2"",4,""28"",598,623,""05mo"""
"1193,""CS2"",""R2"",4,""29"",612,623,""05mo"""
"1203,""CS2"",""R2"",4,""30"",595,614,""05mo"""
"1233,""CS2"",""R2"",4,""31"",642,636,""05mo"""
"1253,""CS2"",""R2"",4,""32"",607,631,""05mo"""
"1263,""CS2"",""R2"",4,""33"",614,626,""05mo"""
"1363,""CS2"",""R2"",4,""34"",698,647,""05mo"""
"1373,""CS2"",""R2"",4,""35"",666,632,""05mo"""
"1393,""CS2"",""R2"",4,""36"",564,637,""05mo"""
"1423,""CS2"",""R2"",4,""37"",625,633,""05mo"""
"1463,""CS2"",""R2"",4,""38"",604,648,""05mo"""
"1483,""CS2"",""R2"",4,""39"",711,642,""05mo"""
"1553,""CS2"",""R2"",4,""40"",585,656,""05mo"""
"1623,""CS2"",""R2"",4,""41"",649,614,""05mo"""
"1643,""CS2"",""R2"",3,""42"",556,620,""05mo"""
"1673,""CS2"",""R2"",4,""43"",661,614,""05mo"""
"1703,""CS2"",""R2"",4,""44"",655,619,""05mo"""
"1743,""CS2"",""R2"",4,""45"",626,610,""05mo"""
"1763,""CS2"",""R2"",4,""46"",649,610,""05mo"""
"1852,""CS2"",""R2"",5,""47"",579,645,""05mo"""
"1882,""CS2"",""R2"",5,""48"",572,599,""05mo"""
"1902,""CS2"",""R2"",4,""49"",556,606,""05mo"""
"1982,""CS2"",""R2"",5,""50"",594,591,""05mo"""
"314,""CS3"",""R2"",4,""1"",652,603,""05mo"""
"415,""CS3"",""R2"",4,""2"",632,627,""05mo"""
"1615,""CS3"",""R2"",4,""3"",677,1152,""05mo"""
"1714,""CS3"",""R2"",4,""4"",607,623,""05mo"""
"263,""CS3"",""R2"",4,""5"",674,639,""05mo"""
"273,""CS3"",""R1"",4,""6"",571,626,""05mo"""
"315,""CS3"",""R1"",4,""7"",626,616,""05mo"""
"333,""CS3"",""R2"",3,""8"",913,614,""05mo"""
"383,""CS3"",""R1"",3,""9"",570,627,""05mo"""
"393,""CS3"",""R2"",4,""10"",601,596,""05mo"""
"433,""CS3"",""R1"",4,""11"",643,616,""05mo"""
"473,""CS3"",""R1"",4,""12"",564,626,""05mo"""
"483,""CS3"",""R2"",4,""13"",630,632,""05mo"""
"503,""CS3"",""R2"",4,""14"",759,605,""05mo"""
"573,""CS3"",""R1"",4,""15"",595,626,""05mo"""
"615,""CS3"",""R2"",4,""16"",689,593,""05mo"""
"623,""CS3"",""R2"",4,""17"",646,599,""05mo"""
"642,""CS3"",""R1"",4,""18"",765,616,""05mo"""
"673,""CS3"",""R1"",4,""19"",613,605,""05mo"""
"773,""CS3"",""R2"",4,""20"",1136,599,""05mo"""
"823,""CS3"",""R2"",4,""21"",588,592,""05mo"""
"843,""CS3"",""R2"",4,""22"",725,626,""05mo"""
"973,""CS3"",""R2"",4,""23"",598,619,""05mo"""
"993,""CS3"",""R2"",4,""24"",624,630,""05mo"""
"1023,""CS3"",""R2"",4,""25"",626,602,""05mo"""
"1033,""CS3"",""R1"",4,""26"",620,611,""05mo"""
"1053,""CS3"",""R2"",4,""27"",565,615,""05mo"""
"1123,""CS3"",""R2"",3,""28"",618,852,""05mo"""
"1133,""CS3"",""R1"",4,""29"",641,620,""05mo"""
"1163,""CS3"",""R2"",4,""30"",718,688,""05mo"""
"1243,""CS3"",""R1"",4,""31"",623,881,""05mo"""
"1303,""CS3"",""R2"",4,""32"",589,621,""05mo"""
"1403,""CS3"",""R1"",4,""33"",631,598,""05mo"""
"1443,""CS3"",""R1"",4,""34"",682,621,""05mo"""
"1493,""CS3"",""R2"",4,""35"",750,1000,""05mo"""
"1503,""CS3"",""R1"",4,""36"",576,610,""05mo"""
"1515,""CS3"",""R2"",4,""37"",680,633,""05mo"""
"1533,""CS3"",""R2"",4,""38"",610,631,""05mo"""
"1573,""CS3"",""R2"",4,""39"",596,640,""05mo"""
"1603,""CS3"",""R1"",4,""40"",611,620,""05mo"""
"1633,""CS3"",""R2"",4,""41"",659,630,""05mo"""
"1663,""CS3"",""R2"",4,""42"",620,633,""05mo"""
"1683,""CS3"",""R1"",4,""43"",686,618,""05mo"""
"1715,""CS3"",""R1"",4,""44"",827,624,""05mo"""
"1803,""CS3"",""R2"",3,""45"",1024,623,""05mo"""
"1815,""CS3"",""R1"",3,""46"",1200,939,""05mo"""
"1862,""CS3"",""R1"",4,""47"",626,612,""05mo"""
"1942,""CS3"",""R2"",4,""48"",680,652,""05mo"""
"1992,""CS3"",""R1"",4,""49"",640,688,""05mo"""
"2002,""CS3"",""R2"",4,""50"",563,619,""05mo"""
"1106,""CS-"",""R2"",2,""1"",1287,1344,""06is"""
"716,""CS-"",""R2"",3,""2"",1450,631,""06is"""
"1016,""CS-"",""R1"",4,""3"",755,635,""06is"""
"1616,""CS-"",""R2"",4,""4"",746,643,""06is"""
"1915,""CS-"",""R1"",3,""5"",800,920,""06is"""
"204,""CS-"",""R2"",3,""6"",650,816,""06is"""
"224,""CS-"",""R2"",3,""7"",849,622,""06is"""
"294,""CS-"",""R1"",3,""8"",1265,631,""06is"""
"324,""CS-"",""R2"",2,""9"",1699,615,""06is"""
"364,""CS-"",""R1"",4,""10"",678,644,""06is"""
"424,""CS-"",""R2"",4,""11"",301,1064,""06is"""
"454,""CS-"",""R1"",3,""12"",1061,615,""06is"""
"534,""CS-"",""R2"",3,""13"",814,620,""06is"""
"544,""CS-"",""R1"",4,""14"",617,641,""06is"""
"564,""CS-"",""R1"",2,""15"",1302,646,""06is"""
"584,""CS-"",""R2"",4,""16"",712,632,""06is"""
"624,""CS-"",""R1"",1,""17"",701,599,""06is"""
"643,""CS-"",""R1"",3,""18"",1358,614,""06is"""
"684,""CS-"",""R1"",4,""19"",655,668,""06is"""
"764,""CS-"",""R2"",4,""20"",621,619,""06is"""
"894,""CS-"",""R2"",2,""21"",701,609,""06is"""
"904,""CS-"",""R1"",4,""22"",904,598,""06is"""
"916,""CS-"",""R2"",4,""23"",648,625,""06is"""
"944,""CS-"",""R1"",4,""24"",630,619.5,""06is"""
"974,""CS-"",""R2"",4,""25"",638,639.5,""06is"""
"1054,""CS-"",""R1"",4,""26"",899,617,""06is"""
"1084,""CS-"",""R2"",4,""27"",639,597,""06is"""
"1107,""CS-"",""R2"",3,""28"",739,626,""06is"""
"1164,""CS-"",""R1"",4,""29"",689,617,""06is"""
"1204,""CS-"",""R1"",4,""30"",772,620,""06is"""
"1244,""CS-"",""R1"",4,""31"",756,760,""06is"""
"1334,""CS-"",""R1"",3,""32"",900,620,""06is"""
"1344,""CS-"",""R2"",4,""33"",665,635,""06is"""
"1394,""CS-"",""R2"",4,""34"",671,680,""06is"""
"1416,""CS-"",""R1"",4,""35"",623,625,""06is"""
"1434,""CS-"",""R1"",4,""36"",703,616,""06is"""
"1484,""CS-"",""R1"",4,""37"",631,937.5,""06is"""
"1524,""CS-"",""R2"",4,""38"",734,733,""06is"""
"1544,""CS-"",""R2"",4,""39"",745,1575,""06is"""
"1554,""CS-"",""R1"",4,""40"",687,600,""06is"""
"1634,""CS-"",""R2"",4,""41"",897,594.5,""06is"""
"1644,""CS-"",""R1"",4,""42"",303,635,""06is"""
"1883,""CS-"",""R1"",3,""43"",810,680,""06is"""
"1903,""CS-"",""R1"",4,""44"",602,634,""06is"""
"1923,""CS-"",""R2"",4,""45"",857,625,""06is"""
"1943,""CS-"",""R2"",4,""46"",679,628,""06is"""
"1953,""CS-"",""R1"",4,""47"",651,646,""06is"""
"1973,""CS-"",""R1"",4,""48"",974,640,""06is"""
"1983,""CS-"",""R2"",4,""49"",676,602,""06is"""
"2003,""CS-"",""R2"",4,""50"",664,644,""06is"""
"416,""CS1"",""R1"",4,""1"",292,690,""06is"""
"516,""CS1"",""R1"",4,""2"",626,817,""06is"""
"616,""CS1"",""R1"",4,""3"",619,800,""06is"""
"816,""CS1"",""R1"",3,""4"",621,702,""06is"""
"1316,""CS1"",""R1"",4,""5"",610,594,""06is"""
"1516,""CS1"",""R2"",3,""6"",657,631,""06is"""
"1816,""CS1"",""R1"",4,""7"",584,657,""06is"""
"244,""CS1"",""R1"",4,""8"",603,632,""06is"""
"254,""CS1"",""R1"",4,""9"",587,615,""06is"""
"354,""CS1"",""R1"",4,""10"",773,632,""06is"""
"417,""CS1"",""R1"",4,""11"",651,619,""06is"""
"434,""CS1"",""R1"",4,""12"",638,596,""06is"""
"444,""CS1"",""R1"",4,""13"",712,630,""06is"""
"464,""CS1"",""R1"",3,""14"",1318,1056,""06is"""
"484,""CS1"",""R1"",3,""15"",1545,699,""06is"""
"494,""CS1"",""R1"",3,""16"",1183,628,""06is"""
"554,""CS1"",""R1"",4,""17"",623,620,""06is"""
"594,""CS1"",""R1"",3,""18"",738,618,""06is"""
"604,""CS1"",""R1"",2,""19"",1737,733,""06is"""
"617,""CS1"",""R2"",4,""20"",954,688,""06is"""
"844,""CS1"",""R1"",4,""21"",639,623,""06is"""
"884,""CS1"",""R1"",4,""22"",904,629,""06is"""
"934,""CS1"",""R1"",4,""23"",753,688,""06is"""
"964,""CS1"",""R1"",2,""24"",1769,645,""06is"""
"984,""CS1"",""R1"",4,""25"",340,617,""06is"""
"1024,""CS1"",""R1"",4,""26"",584,956,""06is"""
"1116,""CS1"",""R1"",4,""27"",656,720,""06is"""
"1174,""CS1"",""R2"",3,""28"",765,1016.5,""06is"""
"1184,""CS1"",""R1"",4,""29"",640,721,""06is"""
"1216,""CS1"",""R1"",3,""30"",1131,697,""06is"""
"1224,""CS1"",""R1"",4,""31"",713,604.5,""06is"""
"1254,""CS1"",""R1"",4,""32"",892,1004.5,""06is"""
"1304,""CS1"",""R1"",4,""33"",732,788.5,""06is"""
"1317,""CS1"",""R1"",4,""34"",742,641,""06is"""
"1384,""CS1"",""R1"",3,""35"",1257,619,""06is"""
"1404,""CS1"",""R1"",4,""36"",851,629,""06is"""
"1454,""CS1"",""R1"",4,""37"",672,629.5,""06is"""
"1464,""CS1"",""R1"",4,""38"",633,788,""06is"""
"1584,""CS1"",""R2"",4,""39"",940,624,""06is"""
"1594,""CS1"",""R1"",4,""40"",591,705,""06is"""
"1624,""CS1"",""R1"",3,""41"",1063,865.5,""06is"""
"1724,""CS1"",""R1"",4,""42"",661,920,""06is"""
"1754,""CS1"",""R1"",2,""43"",701,640,""06is"""
"1774,""CS1"",""R1"",4,""44"",607,640,""06is"""
"1817,""CS1"",""R1"",3,""45"",1058,624,""06is"""
"1843,""CS1"",""R1"",4,""46"",655,627,""06is"""
"1863,""CS1"",""R1"",5,""47"",306,644,""06is"""
"1916,""CS1"",""R1"",4,""48"",716,860,""06is"""
"1933,""CS1"",""R1"",4,""49"",907,824,""06is"""
"1993,""CS1"",""R1"",3,""50"",977,988,""06is"""
"216,""CS2"",""R1"",4,""1"",293,656,""06is"""
"917,""CS2"",""R2"",4,""2"",301,631,""06is"""
"217,""CS2"",""R2"",4,""3"",692,695,""06is"""
"234,""CS2"",""R2"",4,""4"",639,616,""06is"""
"274,""CS2"",""R2"",3,""5"",1039,1240,""06is"""
"284,""CS2"",""R2"",3,""6"",1061,627,""06is"""
"316,""CS2"",""R2"",4,""7"",642,1059.5,""06is"""
"344,""CS2"",""R2"",3,""8"",931,632,""06is"""
"374,""CS2"",""R2"",4,""9"",746,636,""06is"""
"404,""CS2"",""R2"",4,""10"",689,642,""06is"""
"517,""CS2"",""R2"",4,""11"",695,856,""06is"""
"574,""CS2"",""R2"",2,""12"",1913,885.5,""06is"""
"654,""CS2"",""R1"",4,""13"",773,620,""06is"""
"664,""CS2"",""R2"",5,""14"",301,628,""06is"""
"724,""CS2"",""R2"",3,""15"",864,621,""06is"""
"744,""CS2"",""R2"",4,""16"",699,612,""06is"""
"784,""CS2"",""R2"",4,""17"",300,731,""06is"""
"794,""CS2"",""R2"",4,""18"",639,632,""06is"""
"804,""CS2"",""R2"",4,""19"",641,912,""06is"""
"817,""CS2"",""R2"",4,""20"",669,620,""06is"""
"824,""CS2"",""R2"",3,""21"",1328,611,""06is"""
"924,""CS2"",""R2"",3,""22"",1011,752.5,""06is"""
"954,""CS2"",""R2"",5,""23"",304,626,""06is"""
"994,""CS2"",""R2"",4,""24"",604,880,""06is"""
"1004,""CS2"",""R2"",4,""25"",698,779,""06is"""
"1017,""CS2"",""R2"",4,""26"",684,596,""06is"""
"1044,""CS2"",""R2"",3,""27"",775,618,""06is"""
"1064,""CS2"",""R2"",4,""28"",654,733,""06is"""
"1134,""CS2"",""R1"",2,""29"",1845,837,""06is"""
"1194,""CS2"",""R2"",4,""30"",990,664,""06is"""
"1234,""CS2"",""R2"",3,""31"",705,598.5,""06is"""
"1274,""CS2"",""R2"",3,""32"",689,656,""06is"""
"1284,""CS2"",""R2"",4,""33"",937,896,""06is"""
"1294,""CS2"",""R2"",4,""34"",819,623,""06is"""
"1324,""CS2"",""R2"",3,""35"",1147,620,""06is"""
"1424,""CS2"",""R2"",4,""36"",625,928,""06is"""
"1504,""CS2"",""R2"",4,""37"",651,666.5,""06is"""
"1564,""CS2"",""R2"",4,""38"",637,788,""06is"""
"1574,""CS2"",""R1"",4,""39"",674,824,""06is"""
"1617,""CS2"",""R2"",4,""40"",708,NA,""06is"""
"1664,""CS2"",""R2"",3,""41"",594,618.5,""06is"""
"1704,""CS2"",""R2"",4,""42"",740,941,""06is"""
"1734,""CS2"",""R2"",4,""43"",676,680,""06is"""
"1744,""CS2"",""R2"",4,""44"",625,696,""06is"""
"1764,""CS2"",""R2"",3,""45"",1098,790,""06is"""
"1824,""CS2"",""R2"",4,""46"",810,609,""06is"""
"1833,""CS2"",""R2"",3,""47"",1602,614,""06is"""
"1853,""CS2"",""R2"",4,""48"",800,632,""06is"""
"1963,""CS2"",""R2"",3,""49"",1060,631,""06is"""
"2011,""CS2"",""R2"",4,""50"",592,752,""06is"""
"317,""CS3"",""R2"",3,""1"",1147,619,""06is"""
"1117,""CS3"",""R2"",4,""2"",997,726,""06is"""
"1217,""CS3"",""R2"",3,""3"",1398,902.5,""06is"""
"1417,""CS3"",""R1"",3,""4"",621,975,""06is"""
"1716,""CS3"",""R2"",4,""5"",699,642,""06is"""
"264,""CS3"",""R2"",4,""6"",699,642,""06is"""
"304,""CS3"",""R2"",3,""7"",1455,824,""06is"""
"334,""CS3"",""R1"",4,""8"",648,624,""06is"""
"384,""CS3"",""R1"",4,""9"",955,940,""06is"""
"394,""CS3"",""R2"",4,""10"",602,625,""06is"""
"474,""CS3"",""R2"",4,""11"",712,849,""06is"""
"504,""CS3"",""R1"",3,""12"",733,630,""06is"""
"524,""CS3"",""R2"",3,""13"",1302,628,""06is"""
"634,""CS3"",""R2"",3,""14"",699,606,""06is"""
"674,""CS3"",""R2"",3,""15"",1316,635,""06is"""
"694,""CS3"",""R1"",4,""16"",795,627,""06is"""
"704,""CS3"",""R1"",4,""17"",312,720.5,""06is"""
"734,""CS3"",""R2"",4,""18"",312,890,""06is"""
"754,""CS3"",""R1"",4,""19"",581,748,""06is"""
"774,""CS3"",""R1"",4,""20"",607,622,""06is"""
"834,""CS3"",""R1"",4,""21"",673,615,""06is"""
"854,""CS3"",""R2"",2,""22"",701,615,""06is"""
"864,""CS3"",""R1"",4,""23"",601,640.5,""06is"""
"874,""CS3"",""R2"",4,""24"",661,765,""06is"""
"1034,""CS3"",""R2"",4,""25"",705,634,""06is"""
"1074,""CS3"",""R1"",4,""26"",625,615,""06is"""
"1094,""CS3"",""R1"",4,""27"",921,611,""06is"""
"1124,""CS3"",""R2"",4,""28"",655,616,""06is"""
"1144,""CS3"",""R1"",4,""29"",639,1076,""06is"""
"1154,""CS3"",""R2"",4,""30"",844,665,""06is"""
"1264,""CS3"",""R2"",3,""31"",1224,772,""06is"""
"1354,""CS3"",""R1"",4,""32"",630,612,""06is"""
"1364,""CS3"",""R2"",4,""33"",658,904,""06is"""
"1374,""CS3"",""R1"",4,""34"",610,616,""06is"""
"1444,""CS3"",""R2"",4,""35"",638,648,""06is"""
"1474,""CS3"",""R2"",4,""36"",825,664,""06is"""
"1494,""CS3"",""R2"",4,""37"",876,635,""06is"""
"1517,""CS3"",""R1"",4,""38"",703,860,""06is"""
"1534,""CS3"",""R1"",4,""39"",607,885,""06is"""
"1604,""CS3"",""R2"",4,""40"",662,630,""06is"""
"1654,""CS3"",""R2"",4,""41"",688,658,""06is"""
"1674,""CS3"",""R1"",4,""42"",1049,620,""06is"""
"1684,""CS3"",""R2"",4,""43"",731,648,""06is"""
"1694,""CS3"",""R1"",4,""44"",597,617.5,""06is"""
"1717,""CS3"",""R1"",4,""45"",868,2320,""06is"""
"1784,""CS3"",""R2"",4,""46"",648,688,""06is"""
"1794,""CS3"",""R1"",4,""47"",646,624,""06is"""
"1804,""CS3"",""R2"",3,""48"",1211,1472,""06is"""
"1873,""CS3"",""R2"",4,""49"",700,696,""06is"""
"1893,""CS3"",""R2"",4,""50"",636,600,""06is"""
"518,""CS-"",""R2"",4,""1"",859,616,""07gp"""
"618,""CS-"",""R2"",4,""2"",765,611,""07gp"""
"1418,""CS-"",""R1"",4,""3"",904,684,""07gp"""
"1518,""CS-"",""R1"",1,""4"",701,637,""07gp"""
"1818,""CS-"",""R2"",4,""5"",887,598,""07gp"""
"255,""CS-"",""R2"",3,""6"",1101,620,""07gp"""
"305,""CS-"",""R2"",5,""7"",301,593,""07gp"""
"318,""CS-"",""R2"",4,""8"",755,608,""07gp"""
"325,""CS-"",""R1"",4,""9"",756,605,""07gp"""
"355,""CS-"",""R2"",5,""10"",306,606,""07gp"""
"445,""CS-"",""R2"",4,""11"",671,596,""07gp"""
"475,""CS-"",""R2"",4,""12"",727,625,""07gp"""
"565,""CS-"",""R1"",4,""13"",1144,628,""07gp"""
"625,""CS-"",""R1"",4,""14"",810,620,""07gp"""
"665,""CS-"",""R2"",3,""15"",1089,629,""07gp"""
"685,""CS-"",""R2"",4,""16"",713,592,""07gp"""
"695,""CS-"",""R1"",4,""17"",748,595,""07gp"""
"755,""CS-"",""R2"",4,""18"",910,585,""07gp"""
"795,""CS-"",""R2"",4,""19"",679,619,""07gp"""
"805,""CS-"",""R1"",4,""20"",723,602,""07gp"""
"825,""CS-"",""R1"",4,""21"",822,619,""07gp"""
"845,""CS-"",""R1"",4,""22"",309,618,""07gp"""
"855,""CS-"",""R2"",3,""23"",1653,607,""07gp"""
"875,""CS-"",""R1"",4,""24"",584,592,""07gp"""
"895,""CS-"",""R1"",4,""25"",718,613,""07gp"""
"955,""CS-"",""R1"",4,""26"",831,610,""07gp"""
"1065,""CS-"",""R1"",4,""27"",709,612,""07gp"""
"1185,""CS-"",""R1"",4,""28"",786,618,""07gp"""
"1195,""CS-"",""R1"",4,""29"",976,612,""07gp"""
"1205,""CS-"",""R1"",4,""30"",698,648.5,""07gp"""
"1225,""CS-"",""R1"",4,""31"",700,611.5,""07gp"""
"1235,""CS-"",""R2"",4,""32"",1035,584,""07gp"""
"1245,""CS-"",""R1"",4,""33"",704,580,""07gp"""
"1365,""CS-"",""R1"",4,""34"",945,625,""07gp"""
"1425,""CS-"",""R1"",4,""35"",733,598,""07gp"""
"1475,""CS-"",""R1"",4,""36"",577,605,""07gp"""
"1505,""CS-"",""R2"",4,""37"",300,600,""07gp"""
"1555,""CS-"",""R1"",4,""38"",1070,620,""07gp"""
"1575,""CS-"",""R1"",4,""39"",692,620,""07gp"""
"1585,""CS-"",""R2"",4,""40"",961,622,""07gp"""
"1635,""CS-"",""R2"",4,""41"",812,616,""07gp"""
"1645,""CS-"",""R1"",4,""42"",710,604,""07gp"""
"1675,""CS-"",""R1"",4,""43"",649,600,""07gp"""
"1685,""CS-"",""R1"",4,""44"",925,620,""07gp"""
"1745,""CS-"",""R2"",4,""45"",718,612,""07gp"""
"1755,""CS-"",""R2"",3,""46"",1398,614,""07gp"""
"1785,""CS-"",""R2"",4,""47"",764,618.5,""07gp"""
"1795,""CS-"",""R2"",4,""48"",898,620,""07gp"""
"1805,""CS-"",""R1"",3,""49"",960,608,""07gp"""
"1844,""CS-"",""R2"",4,""50"",654,636,""07gp"""
"717,""CS1"",""R1"",4,""1"",815,640,""07gp"""
"818,""CS1"",""R1"",4,""2"",303,606,""07gp"""
"918,""CS1"",""R1"",4,""3"",779,608,""07gp"""
"235,""CS1"",""R2"",4,""4"",755,629,""07gp"""
"245,""CS1"",""R1"",4,""5"",1061,608,""07gp"""
"275,""CS1"",""R1"",5,""6"",307,589,""07gp"""
"295,""CS1"",""R1"",4,""7"",673,592,""07gp"""
"335,""CS1"",""R1"",4,""8"",721,606,""07gp"""
"345,""CS1"",""R1"",4,""9"",703,648,""07gp"""
"405,""CS1"",""R2"",4,""10"",690,610,""07gp"""
"425,""CS1"",""R1"",4,""11"",707,631,""07gp"""
"455,""CS1"",""R2"",4,""12"",821,615,""07gp"""
"485,""CS1"",""R1"",4,""13"",888,624,""07gp"""
"545,""CS1"",""R1"",4,""14"",772,606,""07gp"""
"585,""CS1"",""R1"",4,""15"",763,NA,""07gp"""
"595,""CS1"",""R2"",4,""16"",997,618,""07gp"""
"619,""CS1"",""R1"",4,""17"",646,594,""07gp"""
"675,""CS1"",""R1"",4,""18"",765,NA,""07gp"""
"735,""CS1"",""R1"",4,""19"",695,604,""07gp"""
"745,""CS1"",""R1"",4,""20"",686,612,""07gp"""
"835,""CS1"",""R2"",4,""21"",297,614.5,""07gp"""
"885,""CS1"",""R2"",5,""22"",385,763,""07gp"""
"975,""CS1"",""R1"",4,""23"",651,616,""07gp"""
"985,""CS1"",""R1"",4,""24"",316,606,""07gp"""
"1005,""CS1"",""R1"",4,""25"",692,615,""07gp"""
"1018,""CS1"",""R1"",5,""26"",307,595,""07gp"""
"1085,""CS1"",""R2"",5,""27"",302,606,""07gp"""
"1108,""CS1"",""R1"",3,""28"",1590,623,""07gp"""
"1118,""CS1"",""R1"",3,""29"",1107,599,""07gp"""
"1175,""CS1"",""R1"",4,""30"",861,594,""07gp"""
"1285,""CS1"",""R1"",3,""31"",1385,614,""07gp"""
"1325,""CS1"",""R2"",4,""32"",699,643,""07gp"""
"1335,""CS1"",""R2"",4,""33"",622,625,""07gp"""
"1419,""CS1"",""R2"",4,""34"",695,619,""07gp"""
"1455,""CS1"",""R1"",4,""35"",815,632,""07gp"""
"1465,""CS1"",""R1"",4,""36"",908,612,""07gp"""
"1485,""CS1"",""R2"",4,""37"",666,606.5,""07gp"""
"1525,""CS1"",""R1"",4,""38"",749,610,""07gp"""
"1618,""CS1"",""R1"",1,""39"",701,612,""07gp"""
"1625,""CS1"",""R1"",4,""40"",772,596,""07gp"""
"1765,""CS1"",""R1"",4,""41"",718,615,""07gp"""
"1775,""CS1"",""R1"",4,""42"",724,607,""07gp"""
"1854,""CS1"",""R1"",4,""43"",693,620,""07gp"""
"1884,""CS1"",""R1"",4,""44"",948,610,""07gp"""
"1934,""CS1"",""R2"",4,""45"",753,612,""07gp"""
"1944,""CS1"",""R1"",4,""46"",801,617.5,""07gp"""
"1964,""CS1"",""R1"",4,""47"",686,597,""07gp"""
"1974,""CS1"",""R2"",4,""48"",885,598,""07gp"""
"1984,""CS1"",""R1"",4,""49"",825,607,""07gp"""
"2012,""CS1"",""R1"",4,""50"",885,630,""07gp"""
"1109,""CS2"",""R2"",1,""1"",701,NA,""07gp"""
"1218,""CS2"",""R1"",4,""2"",855,596,""07gp"""
"1619,""CS2"",""R2"",4,""3"",666,610,""07gp"""
"1718,""CS2"",""R1"",4,""4"",782,726,""07gp"""
"1917,""CS2"",""R1"",4,""5"",700,619,""07gp"""
"218,""CS2"",""R1"",4,""6"",846,597,""07gp"""
"225,""CS2"",""R1"",5,""7"",300,597,""07gp"""
"285,""CS2"",""R2"",4,""8"",857,619,""07gp"""
"365,""CS2"",""R1"",4,""9"",662,615,""07gp"""
"375,""CS2"",""R2"",4,""10"",727,604,""07gp"""
"435,""CS2"",""R2"",4,""11"",825,606,""07gp"""
"465,""CS2"",""R1"",4,""12"",781,587,""07gp"""
"505,""CS2"",""R1"",5,""13"",304,594,""07gp"""
"525,""CS2"",""R1"",4,""14"",991,609,""07gp"""
"555,""CS2"",""R2"",4,""15"",690,599,""07gp"""
"605,""CS2"",""R1"",4,""16"",780,596,""07gp"""
"635,""CS2"",""R2"",4,""17"",738,595,""07gp"""
"718,""CS2"",""R1"",4,""18"",679,632,""07gp"""
"725,""CS2"",""R2"",4,""19"",754,613,""07gp"""
"819,""CS2"",""R2"",4,""20"",304,614,""07gp"""
"925,""CS2"",""R2"",4,""21"",805,631,""07gp"""
